text,target,category,polarity,from,to,id,_rid,target,category,polarity,from,to,text,target,category,polarity,from,to,id,text,target,category,polarity,from,to,id,text,target,category,polarity,from,to,id,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,text,target,category,polarity,from,to,id,text,target,category,polarity,from,to,id,text,target,category,polarity,from,to,id,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to
Awesome service and affordable! 12 pieces of sashimi for ten bux!,service,SERVICE#GENERAL,positive,8,15,141:00:00,141,,RESTAURANT#PRICES,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,sashimi,FOOD#PRICES,positive,45,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good place to try your first coffee in Vienne.,coffee,DRINKS#QUALITY,positive,29,35,142:00:00,142,place,RESTAURANT#GENERAL,positive,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Enchilada was great!!!,,,,,,143:00:00,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Only coffee shop in area, making it crazy in AM M-F.",,AMBIENCE#GENERAL,negative,0,0,144:00:00,144,,,,,,Drive thru slow even on weekends.,Drive,SERVICE#GENERAL,negative,0,5,144:01:00,Inside usually faster but not always.,,SERVICE#GENERAL,neutral,0,0,144:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The mushroom crostini is OUT of this world.,mushroom crostini,FOOD#QUALITY,positive,4,21,145:00:00,145,,,,,,No joke - surpasses every other crostini we tried by a long shot.,,FOOD#QUALITY,positive,0,0,145:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't ask for a cup of water to go with your $10 purchase.,,SERVICE#GENERAL,negative,0,0,146:00:00,146,,,,,,"Apparently there's no time to help customers with 2 employees and 0 line, but plenty of time to worry about ""rules"" against ""free cups""",employees,SERVICE#GENERAL,negative,52,61,146:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pitas are incredibly tasty but avoid the lentil soup at all costs.,Pitas,FOOD#QUALITY,positive,0,5,147:00:00,147,lentil soup,FOOD#QUALITY,negative,41,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They honor restaurant.com certificates everyday!,,RESTAURANT#GENERAL,positive,0,0,148:00:00,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gunkan Crujiente, boys! an apetizer yiu won't regret!!!",Gunkan Crujiente,FOOD#QUALITY,positive,0,16,149:00:00,149,apetizer,FOOD#QUALITY,positive,27,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Always yummy!,,FOOD#QUALITY,positive,0,0,150:00:00,150,,,,,,Hilliard location as well.,,,,,,150:01:00,Been a customer for 10+ yrs,,,,,,150:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nice food...,food,FOOD#QUALITY,positive,5,9,151:00:00,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hmmm lasagna's nothing to write home about....,lasagna,FOOD#QUALITY,negative,5,12,152:00:00,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Very very nice interior.,interior,AMBIENCE#GENERAL,positive,15,23,153:00:00,153,,,,,,Coffee is a little bit too light.,Coffee,DRINKS#QUALITY,negative,0,6,153:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno dough is the yummiest!,dough,FOOD#QUALITY,positive,6,11,154:00:00,154,,,,,,Come hungry!,,FOOD#QUALITY,positive,0,0,154:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smokehouse Chop Salad - Mixed field greens tossed w/ diced Hickory-smoked chicken, spicy bacon & candied walnuts, cheddar cheese, pico de gallo, topped w/ citrus vinaigrette & freshly sliced avocado.",,,,,,155:00:00,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best 1/2 & 1/2's in town!,1/2 & 1/2's,DRINKS#QUALITY,positive,5,16,156:00:00,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You can't find any place that serves the warm veal tongue here in KL!,warm veal tongue,FOOD#QUALITY,positive,41,57,157:00:00,157,,,,,,It is tender and taste really good!,,FOOD#QUALITY,positive,0,0,157:01:00,Melts in your mouth!!!,,FOOD#QUALITY,positive,0,0,157:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dog friendly!!!!,,RESTAURANT#MISCELLANEOUS,positive,0,0,158:00:00,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you want the best Japanese Ramen restaurant, please visit Ureshii Kitchen!!",Ureshii Kitchen,RESTAURANT#GENERAL,positive,61,76,159:00:00,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For vegans: Get the grilled portabella vegetarian sandwich minus the cheese & mayo,grilled portabella vegetarian sandwich minus the cheese & mayo,FOOD#QUALITY,positive,20,82,160:00:00,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try the chocolate mouse - so good.,chocolate mouse,FOOD#QUALITY,positive,8,23,161:00:00,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The trivia games at the table-side iPads are fun by watch out!,trivia games,AMBIENCE#GENERAL,positive,4,16,162:00:00,162,,,,,,"You will have ""entertainment"" charges on your bill that are NOT explained on the iPad interface before you start playing the games!",,RESTAURANT#PRICES,negative,0,0,162:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
get the mexican hot chocolate here. it's something special,hot chocolate,DRINKS#QUALITY,positive,16,29,163:00:00,163,,DRINKS#QUALITY,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The head chef makes good eveything.,,FOOD#QUALITY,positive,0,0,164:00:00,164,,,,,,"Try the deserts too, great crem brule.",deserts,FOOD#QUALITY,positive,8,15,164:01:00,,,,,,,,,,,,,,,crem brule,FOOD#QUALITY,positive,27,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great food but slooooooowest service ever!!!,food,FOOD#QUALITY,positive,6,10,165:00:00,165,service,SERVICE#GENERAL,negative,29,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$3 Burgers On Wednesdays,Burgers,FOOD#PRICES,positive,3,10,166:00:00,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THAI ICED COFFEE!!,THAI ICED COFFEE,DRINKS#QUALITY,positive,0,16,167:00:00,167,,,,,,No other words!,,,,,,167:01:00,It's amazing!,,DRINKS#QUALITY,positive,0,0,167:02:00,This is such an awesome little place.,place,RESTAURANT#GENERAL,positive,31,36,167:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good is good!,,FOOD#QUALITY,positive,0,0,167:04:00,You can't go wrong.,You can't go wrong.,RESTAURANT#GENERAL,positive,0,19,167:05:00,Ate here many times when in Petoskey!,,RESTAURANT#GENERAL,positive,0,0,167:06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have to drive an hour to get here and it's always worth it.,,RESTAURANT#GENERAL,positive,0,0,168:00:00,168,,,,,,Their BBQ pork buns are SUPER tasty.,BBQ pork buns,FOOD#QUALITY,positive,6,19,168:01:00,And the bubble tea is so delicious.,bubble tea,DRINKS#QUALITY,positive,8,18,168:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy lobster roll is amazing.,Spicy lobster roll,FOOD#QUALITY,positive,0,18,169:00:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the jerk tofu wrap is spicy...and delicious,jerk tofu wrap,FOOD#QUALITY,positive,4,18,170:00:00,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great tasting burger.,burger,FOOD#QUALITY,positive,14,20,171:00:00,171,,,,,,The Parmesan chips with truffle sauce were crunchy and yummy.,Parmesan chips with truffle sauce,FOOD#QUALITY,positive,4,37,171:01:00,Despite the reviews (which are dated).,,,,,,171:02:00,Ate after the rush hour around 2pm.,,,,,,171:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Took 5-7 mins for order.,,,,,,171:04:00,Will return,,,,,,171:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not bad .. delicious french fries :OK_hand:,french fries,FOOD#QUALITY,positive,21,33,172:00:00,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you shop at the Giant next door before you eat, you can frequently get a $5 off coupon good off of any $20 purchase.",,RESTAURANT#MISCELLANEOUS,positive,0,0,173:00:00,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheesy ravioli is the best,Cheesy ravioli,FOOD#QUALITY,positive,0,14,174:00:00,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gobblerito: thanksgiving season special.,gobblerito,FOOD#QUALITY,positive,0,10,175:00:00,175,,,,,,It's a thanksgiving feast rolled into a burrito!,,,,,,175:01:00,Try it.,,FOOD#QUALITY,positive,0,0,175:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Get the pasta portofino salad and iced mocha, and hang out for a little while.",pasta portofino salad,FOOD#QUALITY,positive,8,29,176:00:00,176,"iced mocha,",FOOD#QUALITY,positive,34,45,The Gipsy Kings playing in the background will make up for there being no Internet.,,AMBIENCE#GENERAL,positive,0,0,176:01:00,,,,,,,,,,,,,,,,RESTAURANT#MISCELLANEOUS,negative,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing view and great BLAT sandwich as well as California burger.,view,LOCATION#GENERAL,positive,8,12,177:00:00,177,BLAT sandwich,FOOD#QUALITY,positive,23,36,Great rest stop!,rest,RESTAURANT#GENERAL,positive,6,10,177:01:00,,,,,,,,,,,,,,,,,,,,California burger,FOOD#QUALITY,positive,48,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Super friendly staff! & tasty sandwiches.,staff,SERVICE#GENERAL,positive,15,20,178:00:00,178,sandwiches,FOOD#QUALITY,positive,30,40,Try Montagnard,Montagnard,FOOD#QUALITY,positive,4,14,178:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Awesome dumplings!,dumplings,FOOD#QUALITY,positive,8,17,179:00:00,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good service! ^^,service,FOOD#QUALITY,positive,5,12,180:00:00,180,,RESTAURANT#GENERAL,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB&J shake is a must!,PB&J shake,DRINKS#QUALITY,positive,0,10,181:00:00,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cozy and charming corner cafe: Jeckyll and Hyde has cool style (see the leather seats and upright piano in the picture), a great vibe and, of course, yummy yummy coffee.",cafe,AMBIENCE#GENERAL,positive,25,29,182:00:00,182,cafe,RESTAURANT#GENERAL,positive,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,seats,AMBIENCE#GENERAL,positive,80,85,piano,AMBIENCE#GENERAL,positive,98,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vibe,AMBIENCE#GENERAL,positive,129,133,coffee,DRINKS#QUALITY,positive,162,168,style,AMBIENCE#GENERAL,positive,57,62,,,,,,,,,,,,,,,
Great staff!,staff,SERVICE#GENERAL,positive,6,11,183:00:00,183,,,,,,Very fun and friendly...been going here for years.,,AMBIENCE#GENERAL,positive,0,0,183:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Im not too picky with my burgers, as long as they have lettuce-tomatoes-cheese-and a juicy patty.",,,,,,184:00:00,184,,,,,,"Im solved :p , for the record..burgers are tasty, and the staff are very welcoming ;)",burgers,FOOD#QUALITY,positive,31,38,184:01:00,,,,,,,,,,,,,,,staff,SERVICE#GENERAL,positive,58,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not as bad as the reviews looks like 3 pricks over reviewing,,RESTAURANT#GENERAL,neutral,0,0,185:00:00,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basically lived here for a week.,Basically lived here for a week.,RESTAURANT#GENERAL,positive,0,32,186:00:00,186,,,,,,Awesome place that captures the European cafe culture.,place,RESTAURANT#GENERAL,positive,8,13,186:01:00,Also BEST croissant I've ever had! :),croissant,FOOD#QUALITY,positive,10,19,186:02:00,,,,,,,,European cafe culture,AMBIENCE#GENERAL,positive,32,53,,,,,,,,,,,,RESTAURANT#GENERAL,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great food, one of the best, awesome presentation of food!!!",food,FOOD#QUALITY,positive,6,10,187:00:00,187,presentation of food,FOOD#STYLE_OPTIONS,positive,37,57,Good service to,service,SERVICE#GENERAL,positive,5,12,187:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They have the best Schawarma in UAE.,Schawarma,FOOD#QUALITY,positive,19,28,188:00:00,188,,,,,,Trust me on that,,,,,,188:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As much as I love the food here, I absolutely do not recommend it anytime it's anything other than completely dead.",food,FOOD#QUALITY,positive,22,26,189:00:00,189,,SERVICE#GENERAL,negative,0,0,They ALWAYS mess up my order and leave me waiting far too long.,,SERVICE#GENERAL,negative,0,0,189:01:00,"Boo, Miso. :(",,,,,,189:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This new Birmingham restaurant just opened, but the comforting European-influenced food and carefully curated children's menu are already drawing local attention.",food,FOOD#QUALITY,positive,83,87,190:00:00,190,menu,FOOD#STYLE_OPTIONS,positive,121,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eat here the meze from the chef or try the retsina plate,meze from the chef,FOOD#QUALITY,positive,13,31,191:00:00,191,retsina plate,FOOD#QUALITY,positive,43,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you don't want to be queued on the waiting list for tables, get there ahead of the rush hour.",,,,,,192:00:00,192,,,,,,It can take a while to get a seat.,,,,,,192:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin is by far one of the best bartenders in the business.,Kevin,SERVICE#GENERAL,positive,0,5,193:00:00,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Very friendly staff and good service, We were there Monday lunch, 3 March 2014, forgot to ask her name.",staff,SERVICE#GENERAL,positive,14,19,194:00:00,194,service,SERVICE#GENERAL,positive,29,36,She is working only by herself but still working with smile.,,SERVICE#GENERAL,positive,0,0,194:01:00,Need more staff there.,staff,SERVICE#GENERAL,negative,10,15,194:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"During football season, they celebrate Monday Night Football by offering their happy hour menu all night (3p-close).",,,,,,195:00:00,195,,,,,,There is a huge variety of food and drinks half off.,variety of food,FOOD#STYLE_OPTIONS,positive,16,31,195:01:00,,,,,,,,,,,,,,,drinks,DRINKS#STYLE_OPTIONS,positive,36,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wonderful ""Historic"" dining experience...",,RESTAURANT#GENERAL,positive,0,0,196:00:00,196,,,,,,The pub is perfect for a quick bite and drink.,pub,RESTAURANT#GENERAL,positive,4,7,196:01:00,"If you haven't experienced the dinner theater and formal dining experience, you're in for a treat!",,SERVICE#GENERAL,positive,0,0,196:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dude,,one one the 3 best margaritas in the world.",margaritas,DRINKS#QUALITY,positive,25,35,197:00:00,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There's always a lot of people but its worth the wait!,,RESTAURANT#GENERAL,positive,0,0,198:00:00,198,,AMBIENCE#GENERAL,negative,0,0,Watch the signs for lines.,,,,,,198:01:00,"Cakes only, Cafe, Pastries.",,,,,,198:02:00,I love the potato balls and the baked ham and cheese croissants!,potato balls,FOOD#QUALITY,positive,11,23,198:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,baked ham and cheese croissants,FOOD#QUALITY,positive,32,63,Cheese rolls with guava!,Cheese rolls with guava,FOOD#QUALITY,positive,0,23,198:04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love the cheese tart ..<3,cheese tart,FOOD#QUALITY,positive,9,20,199:00:00,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Art cafe nice vienna atmosphere,atmosphere,AMBIENCE#GENERAL,positive,21,31,200:00:00,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Splitting the big breakfast with a friend is awesome, affordable, and will full up just about anybody.",breakfast,FOOD#QUALITY,positive,18,27,201:00:00,201,breakfast,FOOD#STYLE_OPTIONS,positive,18,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOOD#PRICES,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Always fast and friendly!,,SERVICE#GENERAL,positive,0,0,202:00:00,202,,,,,,The food can't be beat.,food,FOOD#QUALITY,positive,4,8,202:01:00,Best Arby's on Telegraph!,Arby's,RESTAURANT#GENERAL,positive,5,11,202:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shitty service,service,SERVICE#GENERAL,negative,7,14,203:00:00,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the food is 10/10 :clapping_hands::clapping_hands:,food,FOOD#QUALITY,positive,4,8,204:00:00,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breakfast burrito never let's me down.,Breakfast burrito,FOOD#QUALITY,positive,0,17,205:00:00,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The chorizo is a must!!,chorizo,FOOD#QUALITY,positive,4,11,206:00:00,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great food,food,FOOD#QUALITY,positive,6,10,207:00:00,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The tenderloin is Oh.,tenderloin,FOOD#QUALITY,positive,4,14,208:00:00,208,,,,,,My.,,,,,,208:01:00,God.,,,,,,208:02:00,Good.,,FOOD#QUALITY,positive,0,0,208:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This place is the real deal.,place,RESTAURANT#PRICES,positive,5,10,208:04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
awesome old school italian! super welcoming staff. loved it. fast & cozy for lunch.,,RESTAURANT#GENERAL,positive,0,0,209:00:00,209,staff,SERVICE#GENERAL,positive,44,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,SERVICE#GENERAL,positive,0,0,,AMBIENCE#GENERAL,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Only.,,,,,,210:00:00,210,,,,,,Bring Cash.,,,,,,210:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mint chocolate, pumpkin spice chocolate, coffee, hot caramel cider",,,,,,211:00:00,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
