rid,sentences__sentence__text,sentences__sentence__Opinions__Opinion__category,sentences__sentence__Opinions__Opinion__polarity
,This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.,SERVICE#GENERAL,positive
,Prices are fair across the board for both food and bev.,FOOD#PRICES,positive
,,DRINKS#PRICES,positive
,"I go out to eat and like my courses, servers are patient and never rush courses or force another drink.",SERVICE#GENERAL,positive
,Restaurants in manhattan should try to model food and service after this place.,,
BHD#7,amazing fresh dogs but best of all endless toppings!!!,FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,this place had ALL the trimmings and i mean all.,FOOD#STYLE_OPTIONS,positive
,"peppers, onions, relish, chilli, cheeses, you NAME it.",FOOD#STYLE_OPTIONS,positive
,amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!,RESTAURANT#GENERAL,positive
,,FOOD#QUALITY,positive
CLF#5,BEST DINING EXPERIENCE IN THE WEST VILLAGE!,RESTAURANT#GENERAL,positive
,Stepping into Casa La Femme last night was a true experience unlike any other in New York!,RESTAURANT#GENERAL,positive
,Highly impressed from the decor to the food to the hospitality to the great night I had!,AMBIENCE#GENERAL,positive
,,FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,,RESTAURANT#GENERAL,positive
,The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!,DRINKS#QUALITY,positive
,"Food took some time to prepare, all worth waiting for.",FOOD#QUALITY,positive
,,SERVICE#GENERAL,neutral
,We were drawn into the belly dancing show that captivated the crowd.,AMBIENCE#GENERAL,positive
,I never write on these sites but this restaurant is def worth commending!,RESTAURANT#GENERAL,positive
,Great find in the West Village!,RESTAURANT#GENERAL,positive
NP#4,Maggot in the food!,FOOD#QUALITY,negative
,I've been wanting to go to this place forever and finally got a table.,,
,"The menu looked great, and the waiter was very nice, but when the food came, it was average.",FOOD#STYLE_OPTIONS,positive
,,SERVICE#GENERAL,positive
,,FOOD#QUALITY,neutral
,"Nevertheless, I finished my plate, and that's when I found a maggot in mushroom sauce at the bottom.",FOOD#QUALITY,negative
,"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",SERVICE#GENERAL,positive
,,SERVICE#GENERAL,negative
,"When the bill came, nothing was comped, so I told the manager very politely that we were willing to pay for the wine, but I didn't think I should have to pay for food with a maggot in it.",SERVICE#GENERAL,negative
,"Yes, I ate the food, but I certainly would not have if I had seen the maggot before eating, and I was at this point fairly sick to my stomach.",,
,"The manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.",SERVICE#GENERAL,negative
,We paid and left because we didn't feel like arguing any more.,SERVICE#GENERAL,negative
,"I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.",FOOD#QUALITY,negative
,"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",RESTAURANT#MISCELLANEOUS,positive
,,SERVICE#GENERAL,negative
FF#1,"A fairly late entry into the haute barnyard sweepstakes, Flatbush Farm isn't in the same league as the Blue Hills or even the Farm on Adderlys of the world, but it's pretty good, albeit with a somewhat dismal setting.",,
P#6,Unhygienic,FOOD#QUALITY,negative
,I do not recommend.,RESTAURANT#GENERAL,negative
,I went there 2times .,,
,I got hair in my food 2 times of then !,FOOD#QUALITY,negative
BzG#2,"Great place, great value.",RESTAURANT#GENERAL,positive
,,RESTAURANT#PRICES,positive
,"The food is flavorful, plentiful and reasonably priced.",FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,,FOOD#PRICES,positive
,The atmosphere is relaxed and casual.,AMBIENCE#GENERAL,positive
,It's a great place to order from or sit-in.,RESTAURANT#MISCELLANEOUS,positive
TVU#4,Awesome,RESTAURANT#GENERAL,positive
,"Inexpensive, unassuming, great time!",RESTAURANT#PRICES,positive
,,RESTAURANT#GENERAL,positive
Z#2,Sushi experience was unbelievable with my fiance.,FOOD#QUALITY,positive
,Try it!,RESTAURANT#GENERAL,positive
,Very pleased,RESTAURANT#GENERAL,positive
Y#9,Good creative rolls!,FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,"Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.",RESTAURANT#MISCELLANEOUS,positive
,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,positive
,,FOOD#STYLE_OPTIONS,positive
,"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,The appetizers are also delicious!,FOOD#QUALITY,positive
Z#5,Amazing food.,FOOD#QUALITY,positive
,Mazing interior.,AMBIENCE#GENERAL,negative
,Great food!,FOOD#QUALITY,positive
,I've had my fair share of modern Japanese and this spot delivers.,FOOD#QUALITY,positive
,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",AMBIENCE#GENERAL,negative
,,AMBIENCE#GENERAL,negative
,"If you're into being lost when you're just five feet from your table then hey, that's a good thing.",AMBIENCE#GENERAL,negative
,Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,FOOD#QUALITY,positive
,,AMBIENCE#GENERAL,negative
,Another review here claimed the pre-fix was $29/per person including sake but it is $55 per person not including sake.,,
TM#4,"Indo Chinese food, pretty good...",FOOD#QUALITY,positive
,Not a very fancy place but very good Chinese style Indian food.,AMBIENCE#GENERAL,neutral
,,FOOD#QUALITY,positive
,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",FOOD#QUALITY,positive
,,FOOD#QUALITY,negative
,,FOOD#QUALITY,negative
,"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",FOOD#QUALITY,negative
,Still we keep going back :),RESTAURANT#GENERAL,positive
TFS#11,I was speechless by the horrible food.,FOOD#QUALITY,negative
,"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",FOOD#QUALITY,negative
,"Rather than eating the meat entree being offered, I requested a vegetarian dish.",,
,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",SERVICE#GENERAL,negative
,,FOOD#QUALITY,negative
,,FOOD#STYLE_OPTIONS,negative
,"I was so stunned, and I left the dinner hungry and majorly disappointing.",RESTAURANT#GENERAL,negative
,This place survives on reputation alone.,RESTAURANT#MISCELLANEOUS,negative
,I will NEVER return.,RESTAURANT#GENERAL,negative
ADLT#10,Best In ALL of NYC,RESTAURANT#GENERAL,positive
,"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",RESTAURANT#GENERAL,positive
,"for 7 years they have put out the most tasty, most delicious food and kept it that way...",FOOD#QUALITY,positive
,"never swaying, never a bad meal, never bad service...",RESTAURANT#GENERAL,positive
,,FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,I'm telling you...,,
,you should travel from the Bronx to try it...,RESTAURANT#GENERAL,positive
,"great food, great wine list, great service in a great neighborhood...",FOOD#QUALITY,positive
,,DRINKS#STYLE_OPTIONS,positive
,,SERVICE#GENERAL,positive
,,LOCATION#GENERAL,positive
,so delicious!!!!!!,FOOD#QUALITY,positive
PP#3,Patsy's Pizza = true love,RESTAURANT#GENERAL,positive
,Hands down the best pizza on the planet.,FOOD#QUALITY,positive
,My bf and I go to the walk-up counter and order a pie.,,
,"In about 12 minutes, the thing is gone.",FOOD#QUALITY,positive
,Need I say more?,,
BHD#6,great hot dogs..,FOOD#QUALITY,positive
,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,FOOD#QUALITY,positive
,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,FOOD#QUALITY,positive
,,RESTAURANT#MISCELLANEOUS,positive
TM#5,great taste,FOOD#QUALITY,positive
,"Great, original taste.",FOOD#QUALITY,positive
,"For me dishes a little oily, but overall dining experience good.",FOOD#QUALITY,negative
,,RESTAURANT#GENERAL,positive
,Helpful service and average price per dish $10.,SERVICE#GENERAL,positive
,,FOOD#PRICES,positive
,The only thing that strikes you is the decor?(not very pleasant).,AMBIENCE#GENERAL,negative
TM#6,great food,FOOD#QUALITY,positive
,This place has great indian chinese food.,FOOD#QUALITY,positive
,The flavors are amazing and the value is phenomenal.,FOOD#QUALITY,positive
,,FOOD#PRICES,positive
,"Be prepared to wait, because the place is pretty tiny.",RESTAURANT#MISCELLANEOUS,negative
,"Also, they do not take credit card so come with cash!",RESTAURANT#MISCELLANEOUS,neutral
,"Even though the place is not beautiful, the food speaks for itself.",AMBIENCE#GENERAL,negative
,,FOOD#QUALITY,positive
,"Best Indian Chinese in the city, by far!",FOOD#QUALITY,positive
TVU#6,AMAZING MY FAVORITE!!!,RESTAURANT#GENERAL,positive
,I have been living in NYC for bit now and I have to say I love to go out and explore the scene.,,
,"I came across Village Underground by accident, now I go there all the time.",RESTAURANT#GENERAL,positive
,The martinis are amazing and very fairly priced.,DRINKS#QUALITY,positive
,,DRINKS#PRICES,positive
,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",SERVICE#GENERAL,positive
,,SERVICE#GENERAL,positive
,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",AMBIENCE#GENERAL,positive
,,RESTAURANT#GENERAL,positive
,You can get a table without a reservation if you get there early I they don't make you by bottles.,SERVICE#GENERAL,positive
,Which lets face it....at times it's a good thing.,SERVICE#GENERAL,positive
,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,RESTAURANT#PRICES,positive
,,RESTAURANT#GENERAL,positive
,Highly recommended!,RESTAURANT#GENERAL,positive
ADLT#3,"One of the best, if not THE best, restaurants in Park Slope (and NY in general)",RESTAURANT#GENERAL,positive
,Everything on the menu is great.,FOOD#QUALITY,positive
,This establishment is the real deal.,RESTAURANT#GENERAL,positive
,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",AMBIENCE#GENERAL,positive
,,FOOD#QUALITY,positive
,,RESTAURANT#GENERAL,positive
TFS#5,"There is ""Expensive-but-worth-it"" and there is ""Expensive-and-WTF""?",,
,This is a twenty-something guy that doesn't mind laying down $300 for a fine and delicious meal for 2 on special occassions.,,
,But $500 for a dinner for two that didn't include Wine?,FOOD#PRICES,negative
,Are you freaking kidding me?,,
,"Look, the appetizers were really good.",FOOD#QUALITY,positive
,The entree was also very good.,FOOD#QUALITY,positive
,"Can't argue about that, but they are clearly over priced.",FOOD#PRICES,negative
,What you are paying for is the environment and the name.,AMBIENCE#GENERAL,neutral
,,RESTAURANT#MISCELLANEOUS,neutral
,,RESTAURANT#PRICES,negative
,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",AMBIENCE#GENERAL,positive
,,RESTAURANT#PRICES,negative
,$500 included:,,
,Drinks: 2 glasses of Dom Perignon at $35 each.,,
,Starters: Kobe Beef Sashimi.,,
,Which of course is not real Kobe but Wagyu beef.,FOOD#QUALITY,negative
,Surprised that a place of this caliber would advertise it as Kobe.,RESTAURANT#MISCELLANEOUS,negative
,A beef Consomme.,,
,Entrees: Vanison steak and Bison Steak.,,
,Vanison was good but not amazing.,FOOD#QUALITY,neutral
,Bison was quite excellent however.,FOOD#QUALITY,positive
,Dessert: pure disaster.,FOOD#QUALITY,negative
,Just not good at all.,FOOD#QUALITY,negative
,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,FOOD#STYLE_OPTIONS,negative
,,FOOD#QUALITY,negative
,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",RESTAURANT#PRICES,negative
,,RESTAURANT#GENERAL,negative
,I was wrong.,,
,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",RESTAURANT#MISCELLANEOUS,neutral
,,RESTAURANT#PRICES,negative
,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",RESTAURANT#GENERAL,negative
,,RESTAURANT#PRICES,negative
,"All in all, the food was great (except for the dessserts).",FOOD#QUALITY,positive
,,FOOD#QUALITY,negative
,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,AMBIENCE#GENERAL,neutral
,,RESTAURANT#MISCELLANEOUS,neutral
,"If you are going for the food, it will not be worth it.",FOOD#QUALITY,negative
,"Yes, it is good, but I've had better for cheaper.",,
,"You would think they would make up for it with service, sadly, no.",SERVICE#GENERAL,negative
,"Service was just ok, it is not what you'd expect for $500.",SERVICE#GENERAL,negative
,,RESTAURANT#PRICES,negative
CLF#3,Terrible Waste of money.. scammers,RESTAURANT#GENERAL,negative
,,RESTAURANT#PRICES,negative
,I agree that dining at Casa La Femme is like no other dining experience!,RESTAURANT#GENERAL,negative
,BUT not in a good way.,,
,I am actually offended to have spent so much money on such a bad experience.,RESTAURANT#GENERAL,negative
,,RESTAURANT#PRICES,negative
,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,RESTAURANT#GENERAL,negative
,,RESTAURANT#PRICES,negative
,We went to celebrate two birthdays and wanted to do something special and different.,,
,"Our visit their to say the least, was an unpleasant and costly experience!",RESTAURANT#GENERAL,negative
,,RESTAURANT#PRICES,negative
,And even more so unpleasant because it was so costly for such an unpleasant experience.,RESTAURANT#GENERAL,negative
,,RESTAURANT#PRICES,negative
,We did arrive late for our reservation so I can not complain too much about the wait for a table.,SERVICE#GENERAL,neutral
,Although we were told 10-15 minutes and it was more like 45 minutes.,SERVICE#GENERAL,negative
,We were ushered to the bar to wait momentarily and upon arrival were so excited.,RESTAURANT#GENERAL,positive
,The place is beautiful!,AMBIENCE#GENERAL,positive
,The hostess was very pleasant.,SERVICE#GENERAL,positive
,"However, our $14 drinks were were horrible!",DRINKS#QUALITY,negative
,,DRINKS#PRICES,negative
,"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",SERVICE#GENERAL,negative
,"Since we were already waiting so long, we felt we had no other choice but to accept it.",,
,Our experience did not ever get any better.,RESTAURANT#GENERAL,negative
,For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,SERVICE#GENERAL,negative
,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,SERVICE#GENERAL,negative
,After the 4th time i asked again and the waiter than said after our dinner.,SERVICE#GENERAL,negative
,We asked for beverages and never received them.,SERVICE#GENERAL,negative
,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,SERVICE#GENERAL,negative
,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,FOOD#QUALITY,negative
,I would not expect this for a $55 dinner.,FOOD#QUALITY,negative
,,FOOD#PRICES,negative
,By the time we finished our dinner we still had not received one beverage NOR hooka!,SERVICE#GENERAL,negative
,What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,SERVICE#GENERAL,negative
,The only beverage we did receive was water in dirty glasses!,SERVICE#GENERAL,negative
,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,SERVICE#GENERAL,negative
,,RESTAURANT#MISCELLANEOUS,negative
,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",FOOD#QUALITY,negative
,,RESTAURANT#PRICES,negative
,,RESTAURANT#MISCELLANEOUS,negative
,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,FOOD#QUALITY,negative
,,RESTAURANT#PRICES,negative
,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",RESTAURANT#GENERAL,negative
,,RESTAURANT#PRICES,negative
,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,RESTAURANT#GENERAL,negative
,,RESTAURANT#PRICES,negative
,,SERVICE#GENERAL,negative
,I wish I COULD be refunded!,RESTAURANT#GENERAL,negative
BFC#9,Don't go with a larger group than 4!,RESTAURANT#MISCELLANEOUS,negative
,I went here for a family birthday dinner.,,
,Five of us walked in at approximately 6:20 on a Thursday evening.,,
,"The hostess said ""Wow that's a large group, unless you aren't together"", to which I replied ""no we are, and there will be one more, so a table for six please."" ",,
,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",SERVICE#GENERAL,positive
,The menu is fairly simple without much descriptions.,FOOD#STYLE_OPTIONS,neutral
,"There was no tap beer that evening, which was a disappointment. ",DRINKS#STYLE_OPTIONS,negative
,"Not much of a selection of bottled beer either, we went with Brahma. ",DRINKS#STYLE_OPTIONS,negative
,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).,FOOD#QUALITY,positive
,,FOOD#STYLE_OPTIONS,negative
,,SERVICE#GENERAL,positive
,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",FOOD#STYLE_OPTIONS,neutral
,,FOOD#QUALITY,negative
,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ",FOOD#STYLE_OPTIONS,negative
,After we ate our appetizers (which took all of 8 minutes) we ordered another round of Brahma's - and tried to stall a little as we waited for our sixth dinner member.,,
,The waitress appeared and asked us if we wanted to go ahead and order.,,
,We replied that we would like to wait 5 more minutes if that was okay.,,
,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ",SERVICE#GENERAL,negative
,"We called the other person who was very close by, and she told us to order for her, so we did. ",,
,The food arrived in about 15 minutes.,SERVICE#GENERAL,neutral
,I had the Thai style Fried Sea Bass...which was very good.,FOOD#QUALITY,positive
,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",FOOD#QUALITY,positive
,,FOOD#QUALITY,negative
,,FOOD#STYLE_OPTIONS,negative
,I heard the lobster roll was excellent.,FOOD#QUALITY,positive
,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ",SERVICE#GENERAL,negative
,"All in all the food was good - a little on the expensive side, but fresh. ",FOOD#QUALITY,positive
,,FOOD#PRICES,negative
,"Service not the friendliest to our ""large party""! ",SERVICE#GENERAL,negative
,Probably would not go back here.,RESTAURANT#GENERAL,negative
BG#5,Great Indian food,FOOD#QUALITY,positive
,"I lived on 50th st, and wanted Indian one day so decided to check this place out.",,
,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",FOOD#QUALITY,positive
,"Very ""normal Indian food"", but done really well.",FOOD#STYLE_OPTIONS,neutral
,,FOOD#QUALITY,positive
,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",RESTAURANT#GENERAL,positive
,,RESTAURANT#PRICES,negative
,,FOOD#PRICES,negative
,,AMBIENCE#GENERAL,negative
,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",SERVICE#GENERAL,negative
,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,SERVICE#GENERAL,negative
,,RESTAURANT#PRICES,negative
,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",FOOD#QUALITY,positive
,,RESTAURANT#PRICES,negative
BG#8,One of the BEST,RESTAURANT#GENERAL,positive
,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",RESTAURANT#GENERAL,positive
,My GF and I dine at Bukhara often as she lives near it.,,
,The lunch buffet is expensive but is deff worth it.,FOOD#PRICES,negative
,,FOOD#QUALITY,positive
,We go often for lunch and the place is packed.,,
,We have gone for dinner only a few times but the same great quality and service is given.,SERVICE#GENERAL,positive
,,FOOD#QUALITY,positive
,Bukhara is on my top 5 Indian places in NYC,RESTAURANT#GENERAL,positive
DBG#2,Wretched and retching,RESTAURANT#GENERAL,negative
,This will be only the third online review I have ever made about a restaurant in my life.,,
,They have all been tonight and they have all been about the same restaurant.,,
,I have never been so disgusted by both food an service.,FOOD#QUALITY,negative
,,SERVICE#GENERAL,negative
,For starters they delivered us someone else's order.,SERVICE#GENERAL,negative
,"Fine, I wont hang you for that.",,
,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",FOOD#QUALITY,negative
,,FOOD#QUALITY,negative
,"Not one to jump to complaints (hence my lack of previous online reviewing), I called the restaurant to give them a heads up that their kitchen might want to check the cleanliness of their prep stations.",,
,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",FOOD#QUALITY,negative
,,SERVICE#GENERAL,negative
,None was made so i hung up.,SERVICE#GENERAL,negative
,Less than three minutes passed before I found myself doubled over the toilet.,FOOD#QUALITY,negative
,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",FOOD#QUALITY,negative
,,SERVICE#GENERAL,negative
,"Not only have I worked in restaurants for many years, I am now in culinary school, I am a huge lover of oysters and fish, and my girlfriend is half Korean!",,
,We know the difference between and oyster and bad fish.,,
,"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",RESTAURANT#GENERAL,negative
,Eat at your own risk.,FOOD#QUALITY,negative
CLF#7,Gorgeous place ideal for a romantic dinner,AMBIENCE#GENERAL,positive
,,RESTAURANT#MISCELLANEOUS,positive
,I took my boyfriend for a dinner on saturday night.,,
,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,FOOD#QUALITY,positive
,,AMBIENCE#GENERAL,positive
,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,SERVICE#GENERAL,positive
,,SERVICE#GENERAL,positive
,I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,RESTAURANT#MISCELLANEOUS,positive
DBG#7,More Williamsburg Garbage,RESTAURANT#GENERAL,negative
,My wife and I visited Dokebi tonight.,,
,We ordered dosut bibimbap and nakgi-bokum.,,
,The dishes came out around 5 minutes apart.,SERVICE#GENERAL,negative
,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",FOOD#QUALITY,neutral
,,FOOD#STYLE_OPTIONS,negative
,Too bad I had paid an extra $2 for the stone bowl.,FOOD#PRICES,negative
,The nakgi-bokum was horrible.,FOOD#QUALITY,negative
,Easily the worst stir-fried squid I've ever tasted.,FOOD#QUALITY,negative
,The sauce tasted more like Chinese fast food than decent Korean.,FOOD#QUALITY,negative
,"The side dishes were passable, and I did get a refill upon request.",FOOD#QUALITY,neutral
,,FOOD#STYLE_OPTIONS,neutral
,The real problem I had with this place was the complete lack of service.,SERVICE#GENERAL,negative
,I mentioned the squid dish wasn't very good when the waitress visited.,,
,She just nodded and walked off.,SERVICE#GENERAL,negative
,"There were no communications issues either, as she spoke perfect English.",,
,"As to my comment about the food, no apology or acknowledgment was made.",SERVICE#GENERAL,negative
,My wife had barely touched that mess of a dish.,FOOD#QUALITY,negative
,We were charged full price.,SERVICE#GENERAL,negative
,"If you ware looking for Korean fusion, I suggest you try some of the places in the East Village.",,
,"Authentic Korean food lovers should visit 32nd Street, of course.",,
ADLT#9,Lives up to the hype,RESTAURANT#GENERAL,positive
,We've lived around the corner from this place for over a year and finally had dinner there.,,
,We've tried before but it always packed and doesn't take reservations.,RESTAURANT#MISCELLANEOUS,neutral
,It was well worth the wait.,RESTAURANT#GENERAL,positive
,The wife had the risotto which was amazing.,FOOD#QUALITY,positive
,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",FOOD#STYLE_OPTIONS,negative
,,FOOD#QUALITY,positive
,The farro salad and the mashed yukon potatoes were also extremely tasty.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
EVPK#4,i love margherita pizza – i looove east village pizza,RESTAURANT#GENERAL,positive
,,FOOD#QUALITY,positive
,"Love this place, every time we are in the city this is one of the places we always go.",RESTAURANT#GENERAL,positive
,A quintessential slice of NYC pizza.,FOOD#QUALITY,neutral
,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,"Personally I like the margherita pizza better, but they are all good.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
Z#6,Possibly the Most Romantic Restaurant in the City,AMBIENCE#GENERAL,positive
,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",RESTAURANT#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",LOCATION#GENERAL,neutral
,,AMBIENCE#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",AMBIENCE#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,AMBIENCE#GENERAL,positive
,,SERVICE#GENERAL,positive
,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",FOOD#PRICES,positive
,,FOOD#STYLE_OPTIONS,positive
,I never used to be a fan of sakes but am lately experimenting with it a lot more and am acquiring a better taste of it.,,
,We started off with a delightful sashimi amuse bouche.,FOOD#QUALITY,positive
,Our first course was Tuna Sashimi with Green Yuzu Sauce.,,
,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,The entrees were served with miso soup and rice.,,
,The sake’s complimented the courses very well and is successfully easing me into the sake world.,DRINKS#QUALITY,positive
,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",FOOD#QUALITY,neutral
,,FOOD#QUALITY,positive
,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",RESTAURANT#GENERAL,positive
,,RESTAURANT#PRICES,positive
,"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",RESTAURANT#GENERAL,positive
,,AMBIENCE#GENERAL,positive
CLF#6,Terrible would be a compliment!,RESTAURANT#GENERAL,negative
,"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.",SERVICE#GENERAL,negative
,"We were 10 people celebrtating a birthday, we sat in the tent.",,
,We paid a fixed pricce but got nothing!!,SERVICE#GENERAL,negative
,We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,SERVICE#GENERAL,negative
,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",SERVICE#GENERAL,negative
,,DRINKS#PRICES,negative
,,FOOD#PRICES,negative
,,SERVICE#GENERAL,negative
,Stay away,RESTAURANT#GENERAL,negative
DBG#6,Great Shabu Shabu,FOOD#QUALITY,positive
