rid,sentences__sentence__text,sentences__sentence__Opinions__Opinion__category,sentences__sentence__Opinions__Opinion__polarity
,,MOUSE#USABILITY,positive
,,COMPANY#GENERAL,positive
,"Have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of PC in my opinion.",,
,"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS#USABILITY,positive
,Apple continues to shine and provide a much more enjoyable computer experience!,COMPANY#GENERAL,positive
,,LAPTOP#GENERAL,positive
31,"From the start, when you open the box you see a completely different class of machine.",LAPTOP#GENERAL,positive
,The ease in which you set everything up is such that a child could do it.,LAPTOP#USABILITY,positive
,"The screen is bright and clear, the operating system is solid and friendly to a novice.",DISPLAY#QUALITY,positive
,,OS#QUALITY,positive
,,OS#USABILITY,positive
,"Fast, fast and fast, the web pages just fly by.",LAPTOP#OPERATION_PERFORMANCE,positive
,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",LAPTOP#USABILITY,positive
,,LAPTOP#CONNECTIVITY,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,That includes transferring my music and movies.,LAPTOP#USABILITY,positive
,Good bye BLUE SCREEN and Critical errors!!!!,LAPTOP#OPERATION_PERFORMANCE,positive
,Skype is just so dang cool with this machine too.,SOFTWARE#GENERAL,positive
,I can hardly wait to see whats around the next corner.,,
,"My Iphone synced right up just like a person would expect, unlike the PCs in our lives.",,
,If only Bill Gates would read some of what is said here MS would do a better job.,,
,"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",LAPTOP#USABILITY,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,It is light and the battery last a very long time.,LAPTOP#DESIGN_FEATURES,positive
,,BATTERY#OPERATION_PERFORMANCE,positive
,Very fast boot up and shut down.,LAPTOP#OPERATION_PERFORMANCE,positive
314,"been a PC user for many, many years.",,
,"Let me tell you, this machine is great.",LAPTOP#GENERAL,positive
,"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",LAPTOP#MISCELLANEOUS,positive
,"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",OS#USABILITY,positive
,The most amazing part to me as a PC user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.,LAPTOP#OPERATION_PERFORMANCE,positive
,The only time I have restarted is during system updates.,LAPTOP#OPERATION_PERFORMANCE,positive
,great machine if you want to drop the cash for one.,LAPTOP#GENERAL,positive
317,"Ok, this is probably the best laptop series ever devised by Apple.",LAPTOP#GENERAL,positive
,The case is carved out of a single block of aluminum.,LAPTOP#QUALITY,positive
,"Although I opted for the lowest end MacBook Pro, this thing holds its own.",,
,"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",CPU#OPERATION_PERFORMANCE,positive
,,OS#OPERATION_PERFORMANCE,positive
,,GRAPHICS#DESIGN_FEATURES,positive
,That is how it is able to function better than any other PC.,,
,I have recommended this laptop to everyone I know who is buying one.,LAPTOP#GENERAL,positive
,"I like it so much, I bought another just for my wife.",LAPTOP#GENERAL,positive
331,Took it back as it was defective.,LAPTOP#QUALITY,negative
,Page just disapeared after you got yahoo or downloaded something.,LAPTOP#OPERATION_PERFORMANCE,negative
,Couldn't keep a page up you were working on!,LAPTOP#OPERATION_PERFORMANCE,negative
356,was a great deal i will give that.,LAPTOP#PRICE,positive
,the laptop preformed pretty well.,LAPTOP#OPERATION_PERFORMANCE,positive
,it cant fuction well with lots of webpages open at once.,LAPTOP#OPERATION_PERFORMANCE,negative
,it has times were it freezes for 10 seconds and then starts again.,LAPTOP#OPERATION_PERFORMANCE,negative
,"the mouse on the pad, the left button always sticks.",MOUSE#OPERATION_PERFORMANCE,negative
,the mouse is way way way to sensitve.,MOUSE#OPERATION_PERFORMANCE,negative
,i tried turning it done but it did nothing.,MOUSE#OPERATION_PERFORMANCE,negative
,the mouse jumps around all the time and it clicks stuff i dont want it too.,MOUSE#OPERATION_PERFORMANCE,negative
,,MOUSE#USABILITY,negative
,its not bad just VERY VERY annoying.,MOUSE#GENERAL,negative
,think i would spend little extra to get a better made laptop.,LAPTOP#QUALITY,negative
363,I am very happy with this laptop.,LAPTOP#GENERAL,positive
,For the price and what I get out of it has exceeded my expectations.,LAPTOP#PRICE,neutral
,,LAPTOP#GENERAL,positive
,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,LAPTOP#OPERATION_PERFORMANCE,positive
296,"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",,
,Amazing Quality!,LAPTOP#QUALITY,positive
,Plus stylish.,LAPTOP#DESIGN_FEATURES,positive
,"The big screen allows you to enjoy watching movies , pictures and etc!",DISPLAY#DESIGN_FEATURES,positive
,"The flaws are, this computer is not for computer gamers because of the OS X.",LAPTOP#MISCELLANEOUS,negative
,,OS#MISCELLANEOUS,negative
,Mac is not made for gaming.,LAPTOP#MISCELLANEOUS,negative
,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,SOFTWARE#MISCELLANEOUS,positive
,"Second, it gets scratches easily and when it gets old some thing may operated",LAPTOP#QUALITY,negative
,,LAPTOP#OPERATION_PERFORMANCE,negative
346,Was not happy with one of the programs on it.,SOFTWARE#GENERAL,negative
,"It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial.",SOFTWARE#MISCELLANEOUS,negative
,"Also, the extended warranty was a problem.",WARRANTY#GENERAL,negative
,The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,WARRANTY#MISCELLANEOUS,negative
,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",LAPTOP#USABILITY,positive
,,DISPLAY#GENERAL,positive
,,LAPTOP#GENERAL,positive
343,I took 3-4 years researching brands and prices of laptops.,,
,I finally decided on this laptop because it was the right price for what I need it.,LAPTOP#PRICE,positive
,,LAPTOP#GENERAL,positive
,"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",LAPTOP#DESIGN_FEATURES,negative
,So I'm disappointed in that because communicating with my relatives out of the area is a priority.,LAPTOP#DESIGN_FEATURES,negative
,"The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.",,
,"I don't have that additional money right now, and therefore wouldn't have purchased it at this time.",,
,Those things are very important - vital even!,,
,So think about factoring those things in when you purchase.,,
,I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.,COMPANY#GENERAL,neutral
,I will have to purchase Spy ware or Nortell for privacy protection.,,
,Thank you.,,
32,I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.,LAPTOP#GENERAL,negative
,The Internet Explorer was very slow from the very beginning.,SOFTWARE#OPERATION_PERFORMANCE,negative
,"It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it.",SOFTWARE#OPERATION_PERFORMANCE,negative
,I tried to upgrade it to a newer version a couple of months ago and I still have the same problem.,SOFTWARE#OPERATION_PERFORMANCE,negative
,"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.",SOFTWARE#OPERATION_PERFORMANCE,negative
,"This Notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost.",LAPTOP#OPERATION_PERFORMANCE,negative
,Another issue I have with it is the battery.,BATTERY#GENERAL,negative
,Maybe three or four months ago it started blinking all of the sudden.,BATTERY#OPERATION_PERFORMANCE,negative
,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",BATTERY#OPERATION_PERFORMANCE,negative
,,BATTERY#QUALITY,negative
,"It is not even a year old yet, so I would definitely not recommend it to anyone.",LAPTOP#QUALITY,negative
,,LAPTOP#GENERAL,negative
,Don't waste your money!,LAPTOP#GENERAL,negative
48,This laptop is the most amazing little peice of machinery I have owned outside of the Iphone.,,
,"It took me a while top get away from the land of PCs, but now that I have, I can't see myself going back to it.",,
,The laptop is gorgeous.,LAPTOP#GENERAL,positive
,"It is sleek, smooth, and lightweight.",LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,It is easily portable and I take it everywhere I go and might require internet access.,LAPTOP#PORTABILITY,positive
,The screen is very large and crystal clear with amazing colors and resolution.,DISPLAY#DESIGN_FEATURES,positive
,,DISPLAY#QUALITY,positive
,The keyboard is slick and quiet and not bulky like some other laptops I have had in the past.,,
,The processor is very quick and effective as I load webpages and applications.,CPU#OPERATION_PERFORMANCE,positive
,It is quiet and a real joy to watch work.,LAPTOP#QUALITY,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,I love it and will probably get another one when this goes to the Laptop in the sky!!,LAPTOP#GENERAL,positive
383,Overall this laptop is great.,LAPTOP#GENERAL,positive
,"It has plenty of memory, lots of hard drive, and great graphics.",MEMORY#DESIGN_FEATURES,positive
,,HARD_DISC#DESIGN_FEATURES,positive
,,GRAPHICS#GENERAL,positive
,It runs very quiet too which is a plus.,LAPTOP#QUALITY,positive
,The only bad thing about it is they give you the worst batteries possible.,BATTERY#GENERAL,negative
,They only stay charged a little over an hour.,BATTERY#OPERATION_PERFORMANCE,negative
,"Laptops are usually used on the go, so why not give you a better battery?",BATTERY#GENERAL,negative
372,This a starter notebook.,,
,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,CPU#OPERATION_PERFORMANCE,negative
,,CPU#MISCELLANEOUS,negative
,The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,LAPTOP#DESIGN_FEATURES,negative
,,LAPTOP#CONNECTIVITY,negative
,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,,
,I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations.,,
,It is a cheap throw together.,LAPTOP#QUALITY,negative
,Save your money and go for a better device.,LAPTOP#GENERAL,negative
375,This laptop is a great price and has a sleek look.,LAPTOP#PRICE,positive
,,LAPTOP#DESIGN_FEATURES,positive
,Runs smooth and quick.,LAPTOP#OPERATION_PERFORMANCE,positive
,"I wish it had a webcam though, then it would be perfect!",LAPTOP#DESIGN_FEATURES,negative
,,LAPTOP#GENERAL,positive
376,I Love my new computer!,LAPTOP#GENERAL,positive
,Its fast and another thing I like is that it has three USB ports.,LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#DESIGN_FEATURES,positive
,I love to write and play with graphics and html programming and my new Toshiba works great on both!,LAPTOP#MISCELLANEOUS,positive
,Thank you for your great product!,LAPTOP#GENERAL,positive
,,COMPANY#GENERAL,positive
377,Everything about this computer is easy to use.,LAPTOP#USABILITY,positive
,wonderful features.,LAPTOP#DESIGN_FEATURES,positive
,The only thing is that the battery won't last more than 1/2 an hour.,BATTERY#OPERATION_PERFORMANCE,negative
,It discharges too quickly.,BATTERY#OPERATION_PERFORMANCE,negative
,"Kind of annoying, but I still love the laptop.",LAPTOP#GENERAL,positive
387,It has good speed and plenty of hard drive space.,LAPTOP#OPERATION_PERFORMANCE,positive
,,HARD_DISC#DESIGN_FEATURES,positive
,The only downfall is the volume control.,MULTIMEDIA_DEVICES#GENERAL,negative
,The wheel that turns the volume up and down doesn't work in real time.,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative
,I have to keep turning it until it decides to lower and there is no mute.,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative
,,MULTIMEDIA_DEVICES#USABILITY,negative
,,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative
290,I bought my macbook a few months ago and it has been my baby ever since.,LAPTOP#GENERAL,positive
,I love it so much.,LAPTOP#GENERAL,positive
,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",LAPTOP#MISCELLANEOUS,positive
,"The best thing is even while doing almost ten or twenty things at once, it never slows down.",LAPTOP#OPERATION_PERFORMANCE,positive
,It's just as fast with one program open as it is with sixteen open.,LAPTOP#OPERATION_PERFORMANCE,positive
,It works exactly like it did the day I took it out of the box.,LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#QUALITY,positive
,GREAT INVESTMENT!,LAPTOP#GENERAL,positive
361,I purchased this laptop while on a business trip to keep up with my email.,,
,I had left my regular laptop at home and needed something to use while out of town .,,
,The price and features more than met my needs.,LAPTOP#PRICE,positive
,,LAPTOP#DESIGN_FEATURES,positive
,I love WIndows 7 which is a vast improvment over Vista.,,
,The feature are good enough for what I need.,LAPTOP#DESIGN_FEATURES,positive
45,I love my macbook pro!,LAPTOP#GENERAL,positive
,I have been a mac user since the mid 90s.,,
,I grew up in a design family so it only made sense.,,
,My laptop is almost 2yrs old and I have never had any problems with it.,LAPTOP#GENERAL,positive
,If you are a PC user looking to convert I would HIGHLY recommend it!,LAPTOP#MISCELLANEOUS,positive
,It may take a little getting used to but you don't have to worry about viruses or other headaches.,LAPTOP#USABILITY,negative
,,LAPTOP#QUALITY,positive
,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,LAPTOP#DESIGN_FEATURES,positive
,I am ADDICTED to photo booth!,SOFTWARE#GENERAL,positive
,It is SO much fun to play with.,SOFTWARE#GENERAL,positive
,I work with kids and they love making short videos on there.,SOFTWARE#MISCELLANEOUS,positive
,"I am able to organize my pics, music and files easily.",SOFTWARE#USABILITY,positive
,If you have any creativity in you do yourself a favor and get a mac!,LAPTOP#GENERAL,positive
,,COMPANY#GENERAL,positive
291,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",,
,I love the keyboard.,KEYBOARD#GENERAL,positive
,Most laptops and notebooks are difficult to key on.,,
,This unit is not.,,
173,The display is awesome.,DISPLAY#GENERAL,positive
,The resolution is even higher then any other laptop on the market.,,
,Only thing I would want to add to this is an internal bluray read/write drive.,LAPTOP#DESIGN_FEATURES,neutral
,But other than that I am blown away by all the features this laptop offers.,LAPTOP#DESIGN_FEATURES,positive
36,I think this computer is super lame.,LAPTOP#QUALITY,negative
,I dont understand how anyone can think this is a great product worth purchasing.,LAPTOP#GENERAL,negative
,I went to my local Best Buy looking for a new laptop since mine broke.,,
,I decided to get this pile of crap on a whim and totally freaking regret it.,LAPTOP#QUALITY,negative
,It doesnt work worth a damn.,LAPTOP#GENERAL,negative
,The display is beyond horrible.,DISPLAY#GENERAL,negative
,I can not even read what I am writing half of the time.,DISPLAY#USABILITY,negative
,"There are so many things wrong with this product, it just makes me want to set my self on fire!",LAPTOP#GENERAL,negative
,I would totally recommend any other laptop over this pile of grabage.,LAPTOP#GENERAL,negative
,"I know there are way better laptops out there for the same price, and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls.",,
,Not to mention it has shit gigs.,HARD_DISC#DESIGN_FEATURES,negative
,I could not even put my entire music collection on this garabage.,HARD_DISC#DESIGN_FEATURES,negative
,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,HARD_DISC#DESIGN_FEATURES,negative
88,"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.",LAPTOP#QUALITY,negative
,,MOUSE#OPERATION_PERFORMANCE,negative
,"got another 1, and same issue.",LAPTOP#QUALITY,negative
,I am taking back today.,LAPTOP#GENERAL,negative
,Don't waste your money or time.,LAPTOP#GENERAL,negative
,"Very dissappointed becase I have had toshibas for years, and never a issue.",LAPTOP#GENERAL,negative
,,COMPANY#GENERAL,positive
155,STOPPED BOOTING UP less than a week after my one-year warranty was up.,LAPTOP#OPERATION_PERFORMANCE,negative
,,LAPTOP#QUALITY,negative
,Toshiba knows there is a manufacturing defect but will not acknowledge it.,SUPPORT#QUALITY,negative
,"Summary: After doing some investigation on the web, I have found that Toshiba NB205s are not chronically not booting.",,
,"Apparently there is a manufacturing defect, something with the amount of thermal paste.",LAPTOP#QUALITY,negative
,TOSHIBA WILL NOT ACKNOWLEDGE THIS PROBLEM.,SUPPORT#QUALITY,negative
,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.",SUPPORT#QUALITY,negative
,,SUPPORT#PRICE,negative
,I loved the netbook (minus the fact that it was windows OS) until this started happening.,OS#GENERAL,negative
,,LAPTOP#GENERAL,negative
,"But if you can't make your product last more than a year, you will not get my business again.",COMPANY#GENERAL,negative
,,LAPTOP#QUALITY,negative
71,I've had my MacBook Pro for three years now and still love it!,LAPTOP#GENERAL,positive
,"In those three years, I've had a couple of minor problems and both were resolved by Apple quickly and easily.",SUPPORT#QUALITY,positive
,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",POWER_SUPPLY#QUALITY,negative
,,WARRANTY#GENERAL,positive
,"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",BATTERY#OPERATION_PERFORMANCE,negative
,,SUPPORT#MISCELLANEOUS,positive
,"In the three years I've had my MacBook Pro, I have never had a virus on my computer, and I do a lot of work on the internet.",LAPTOP#QUALITY,positive
,"While there are occasions that my computer will freeze or will need to be manually shut down, this occurs far less frequently than on PC computers and laptops that I've used.",,
,The iLife software that comes with the computer is so simple to use and produces a great finished product.,SOFTWARE#USABILITY,positive
,,LAPTOP#DESIGN_FEATURES,positive
,I highly recommend this product!,LAPTOP#GENERAL,positive
,"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",,
50,Needs constant repair.,LAPTOP#QUALITY,negative
,First the screen goes completely out.,DISPLAY#OPERATION_PERFORMANCE,negative
,"Then HP sends it back to me with the hardware screwed up, not able to connect.",SUPPORT#QUALITY,negative
,"Now the screen is going darker, darker, darker.",DISPLAY#OPERATION_PERFORMANCE,negative
,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,SUPPORT#QUALITY,negative
,,WARRANTY#PRICE,negative
,"Oh yeah, don't forget the expensive shipping to and from HP.",SHIPPING#PRICE,negative
,I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,SHIPPING#PRICE,negative
,,COMPANY#GENERAL,negative
352,So far so good with this laptop.,LAPTOP#GENERAL,positive
,"Fan vents to the side, so no cooling pad needed, great feature!",FANS_COOLING#DESIGN_FEATURES,positive
,Screen is crystal clear and the system is very responsive.,DISPLAY#QUALITY,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,Memory is upgradable.,LAPTOP#USABILITY,positive
,The only thing I would change about it is the mouse keys.,MOUSE#GENERAL,negative
,They click.,MOUSE#QUALITY,negative
,"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!",MOUSE#QUALITY,negative
,,LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,positive
34,I have owned many computers and laptops.,,
,I HATE this one.,LAPTOP#GENERAL,negative
,Vista is a nightmare.,OS#GENERAL,negative
,No tutorials on the display.,LAPTOP#MISCELLANEOUS,negative
,The book is useless.,LAPTOP#MISCELLANEOUS,negative
,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,LAPTOP#MISCELLANEOUS,negative
,,LAPTOP#USABILITY,negative
,this is one of the reasons I purchased it.,,
,Thinking about returning it,LAPTOP#GENERAL,negative
29,The Macbook is a fantastic laptop.,LAPTOP#GENERAL,positive
,This is the first macbook I have ever had.,,
,I came from the Dell Laptops and now I am so glad I switched when I needed a new laptop.,,
,The macbooks are small enough to be very portable yet hold tons of information and performance.,,
,"Although the price is higher then Dell laptops, the Macbooks are worth the dough.",,
,You will love this macbook if you choose to buy it.,LAPTOP#GENERAL,positive
,The macbook rarely requires a hard reboot.,LAPTOP#OPERATION_PERFORMANCE,positive
,It just works flawlessly!,LAPTOP#OPERATION_PERFORMANCE,positive
,Its hard to encounter a problem on a mac that would require such abrupt action.,LAPTOP#GENERAL,positive
,"Dells are ok, HPs aren't that good, but Macs or Fantastic.",,
,"I honestly love my mac, thats why I am a self proclaimed mac addict.",LAPTOP#GENERAL,positive
,,COMPANY#GENERAL,positive
,If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.,,
308,This was purchased for my daughter and I was pleasantly surprised.,LAPTOP#GENERAL,positive
,I wasn't a big fan of the Netbooks but this one was very well designed.,,
,It had the full sized touch pad with 2 buttons instead of just one.,MOUSE#DESIGN_FEATURES,positive
,It made the computer much easier to use and navigate.,LAPTOP#USABILITY,positive
,Keyboard was also very nice and had a solid feel.,KEYBOARD#GENERAL,positive
,,KEYBOARD#QUALITY,positive
,This system came loaded with Windows 7 Starter.,OS#GENERAL,neutral
,"While lacking some of the functions of the other versions, this was very acceptable for the uses planned for this computer.",,
,"So far, so good.",LAPTOP#GENERAL,positive
217,"When I got this laptop in 2007 to help me with school, I had a hard time from beginning.",LAPTOP#QUALITY,negative
,"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.",LAPTOP#QUALITY,negative
30,Quite simply this is the best laptop I have ever owned.,LAPTOP#GENERAL,positive
,"I have had several machines over the years, both for personal and business use.",,
,All of them were Windows machines.,,
,"Don't get me wrong, I am no Microsoft hater, I've just managed to turn into a much bigger Apple fan because of this machine.",,
,"For me, five stars is not enough.",LAPTOP#GENERAL,positive
58,"I love the 15"" MacBook Pro.",LAPTOP#GENERAL,positive
,"My parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it.",LAPTOP#GENERAL,positive
,It was very easy to just pick up and use--,LAPTOP#USABILITY,positive
,It did not take long to get used to the Mac OS.,OS#USABILITY,positive
,(I had been a Windows/Linux user before this),,
,"I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",LAPTOP#DESIGN_FEATURES,positive
,,DISPLAY#DESIGN_FEATURES,positive
,,LAPTOP#PORTABILITY,positive
,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",SOFTWARE#DESIGN_FEATURES,neutral
,The built-in webcam is great for Skype and similar video-chat services.,MULTIMEDIA_DEVICES#MISCELLANEOUS,positive
,"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",SOFTWARE#USABILITY,positive
,,SOFTWARE#MISCELLANEOUS,positive
,The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,,
,"All-in-all, I would definitely recommend this product for nearly everyone.",LAPTOP#GENERAL,positive
82,I've always owned a PC and decided to try a MacBook to see what it's all about.,,
,I love it!,LAPTOP#GENERAL,positive
,I'm so glad I purchased a Mac and not another PC!!!,,
,They definitely have a superior product!,LAPTOP#GENERAL,positive
,,COMPANY#GENERAL,positive
101,"Its not just slow on the internet, its slow in general.",LAPTOP#OPERATION_PERFORMANCE,negative
,,LAPTOP#CONNECTIVITY,negative
,No I am generous calling it slow.,LAPTOP#OPERATION_PERFORMANCE,negative
,its more like a snail crawl.,LAPTOP#OPERATION_PERFORMANCE,negative
,I bought for my son in the 2nd grade.,,
,he can't stand it.,LAPTOP#GENERAL,negative
,I can't begin to say how disappointed I am.,LAPTOP#GENERAL,negative
,I should have spent an extra hundred bucks and got a full sized computer.,LAPTOP#GENERAL,negative
315,"the key bindings take a little getting used to, but have loved the Macbook Pro.",KEYBOARD#USABILITY,neutral
,,LAPTOP#GENERAL,positive
,Delivery was early too.,SHIPPING#QUALITY,positive
172,It allows me to do everything I need from a computer and more.,LAPTOP#GENERAL,positive
,"With awesome graphics and assuring security, it's perfect!",GRAPHICS#GENERAL,positive
,,LAPTOP#QUALITY,positive
,,LAPTOP#GENERAL,positive
,"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",,
,I'd recommend this laptop to anyone!,LAPTOP#GENERAL,positive
152,The Toshiba Satellite laptop is  DESIGNED  to fail !,LAPTOP#GENERAL,negative
,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,MOTHERBOARD#QUALITY,negative
,,POWER_SUPPLY#QUALITY,negative
,Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,SUPPORT#QUALITY,negative
,I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,SUPPORT#QUALITY,negative
,Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,SUPPORT#QUALITY,negative
202,"It has far exceeded my expectations for power, storage, and abilitiy.",LAPTOP#OPERATION_PERFORMANCE,positive
,,HARD_DISC#DESIGN_FEATURES,positive
,,LAPTOP#USABILITY,positive
,It is easy to navigate and update programs.,LAPTOP#USABILITY,positive
,"My kids have to take their PCs in once a year to have them ""de-bugged"".",,
,I've never had problems with viruses.,LAPTOP#QUALITY,positive
,My next laptop will also be a Mac!,COMPANY#GENERAL,positive
69,I would like to tell you about the best laptop I just got from Mac.,LAPTOP#GENERAL,positive
,"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",,
,My mac laptop is fabulous in both areas.,LAPTOP#OPERATION_PERFORMANCE,positive
,,MEMORY#DESIGN_FEATURES,positive
,It gives me the power and speed that I need to run all the programs I use to edit.,LAPTOP#OPERATION_PERFORMANCE,positive
,"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.",SOFTWARE#OPERATION_PERFORMANCE,positive
,,SOFTWARE#USABILITY,positive
,,LAPTOP#USABILITY,positive
,I would buy one of these for every person in my office if I could.,LAPTOP#GENERAL,positive
,"In my line of work, I often have to take work home, and this makes it so easy.",LAPTOP#USABILITY,positive
,"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.",KEYBOARD#DESIGN_FEATURES,positive
,,KEYBOARD#USABILITY,positive
,"The apple care has never failed me, and I expect it to be the same for this computer as well.",SUPPORT#GENERAL,positive
,I will only buy apple laptops from now on.,COMPANY#GENERAL,positive
56,"Great laptop for school, easy to use for beginners in the household.",LAPTOP#MISCELLANEOUS,positive
,,LAPTOP#USABILITY,positive
,Keyboard is great but primary and secondary control buttons could be more durable.,KEYBOARD#GENERAL,positive
,,KEYBOARD#QUALITY,negative
,Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,BATTERY#OPERATION_PERFORMANCE,negative
,,LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,neutral
,,COMPANY#GENERAL,neutral
43,My MacBook Pro has been a huge disappointment.,LAPTOP#GENERAL,negative
,"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",LAPTOP#QUALITY,negative
,,LAPTOP#OPERATION_PERFORMANCE,negative
,"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",BATTERY#OPERATION_PERFORMANCE,negative
,,LAPTOP#QUALITY,negative
,,SOFTWARE#OPERATION_PERFORMANCE,negative
,I would not recommend this product to anyone.,LAPTOP#GENERAL,negative
283,"Screen is awesome, battery life is good.",DISPLAY#GENERAL,positive
,,BATTERY#OPERATION_PERFORMANCE,positive
,Really like the textured surface which shows no fingerprints.,LAPTOP#QUALITY,positive
,Good laptop for the money.,LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,neutral
,"Speakers don't get that loud, but good enough.",MULTIMEDIA_DEVICES#QUALITY,neutral
166,I can't imagine EVER buying a PC again!,,
,I have had a Mac for 6 years and won't go back to PC.,,
,They don't crash.,LAPTOP#OPERATION_PERFORMANCE,positive
,"If a website ever freezes (which is rare), its really easy to force quit.",LAPTOP#OPERATION_PERFORMANCE,positive
,Never been hacked.,LAPTOP#QUALITY,positive
,No viruses.,LAPTOP#QUALITY,positive
,"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",SUPPORT#QUALITY,positive
,A mac is very easy to use and it simply makes sense.,LAPTOP#USABILITY,positive
,Its also FUN to use!,LAPTOP#GENERAL,positive
,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",SOFTWARE#GENERAL,positive
,,SOFTWARE#DESIGN_FEATURES,positive
